42
4 3
53 23 ohniva
11 46 ohniva
54 34 ohniva
60 7 ohniva
13 70 ohniva
52 50 ohniva
22 44 ledova
25 45 ledova
6 32 ohniva
44 46 ledova
58 73 ledova
18 7 ledova
53 14 ohniva
33 41 ohniva
28 15 ohniva
11 25 ohniva
43 64 ledova
72 25 ohniva
16 8 ledova
56 74 ohniva
61 26 ledova
68 50 ledova
41 42 ohniva
11 16 ledova
19 53 ohniva
63 47 ohniva
30 6 ledova
66 12 ledova
68 14 ohniva
16 64 ohniva
2 68 ohniva
57 74 ledova
25 69 ledova
54 37 ledova
47 44 ohniva
11 49 ohniva
27 51 ledova
72 36 ohniva
48 53 ohniva
51 59 ledova
49 12 ohniva
21 30 ohniva
32 1 ohniva
70 42 ohniva
23 71 ledova
17 54 ohniva
43 49 ledova
7 59 ohniva
16 61 ledova
15 6 ohniva
46 44 ohniva
74 37 ohniva
45 67 ledova
5 64 ohniva
15 57 ohniva
19 66 ledova
36 20 ohniva
9 32 ledova
52 6 ohniva
61 62 ledova
41 20 ledova
53 58 ledova
36 26 ohniva
51 46 ledova
38 75 ohniva
51 18 ohniva
71 22 ledova
59 54 ledova
74 65 ohniva
48 72 ohniva
5 27 ohniva
3 72 ledova
53 10 ledova
54 47 ohniva
31 18 ledova
17 54 ledova
74 26 ledova
13 4 ledova
9 38 ledova
35 53 ohniva
65 68 ledova
25 38 ohniva
46 75 ledova
47 16 ledova
33 15 ledova
61 43 ohniva
34 42 ohniva
0 1 ledova
9 38 ledova
36 19 ledova
6 26 ohniva
32 71 ohniva
60 24 ohniva
20 64 ohniva
12 61 ohniva
57 45 ledova
60 23 ohniva
23 38 ledova
14 52 ledova
33 23 ohniva
62 55 ledova
59 12 ledova
75 26 ledova
24 23 ledova
39 38 ohniva
52 62 ohniva
26 67 ledova
56 50 ohniva
29 24 ledova
60 29 ledova
18 24 ledova
1 17 ohniva
66 74 ledova
60 27 ledova
35 55 ledova
52 50 ledova
37 22 ledova
74 49 ohniva
21 24 ohniva
13 5 ohniva
34 51 ohniva
21 6 ohniva
25 75 ohniva
58 15 ohniva
37 75 ohniva
72 23 ledova
10 7 ohniva
45 12 ohniva
29 30
24 25 ledova
6 7 ledova
18 19 ledova
3 4 ohniva
27 28 ohniva
26 27 ledova
12 13 ledova
9 10 ohniva
7 8 ohniva
10 11 ledova
14 15 ledova
22 23 ledova
8 9 ledova
11 12 ohniva
15 16 ohniva
19 20 ohniva
16 17 ledova
0 1 ledova
13 14 ohniva
5 6 ohniva
27 14 ohniva
20 21 ledova
4 5 ledova
17 18 ohniva
21 22 ohniva
1 2 ohniva
25 26 ohniva
2 3 ledova
7 28 ledova
23 24 ohniva
2 1
0 1 ohniva
3 1
0 1 ohniva
47 87
22 5 ohniva
1 3 ledova
14 33 ohniva
11 19 ledova
1 22 ledova
27 23 ledova
37 14 ohniva
31 37 ohniva
29 44 ohniva
0 13 ledova
41 30 ledova
10 20 ohniva
21 23 ledova
19 44 ohniva
7 29 ledova
5 18 ledova
21 6 ledova
40 21 ohniva
46 21 ledova
46 38 ledova
28 11 ohniva
9 1 ledova
32 9 ledova
5 41 ohniva
24 34 ohniva
4 41 ohniva
15 36 ohniva
34 35 ledova
22 29 ledova
41 5 ledova
33 25 ledova
15 8 ledova
15 42 ledova
5 3 ledova
5 24 ohniva
30 32 ledova
25 7 ledova
5 21 ohniva
12 14 ledova
15 17 ledova
15 7 ledova
21 24 ledova
40 35 ledova
39 12 ohniva
45 4 ledova
9 20 ledova
10 9 ohniva
30 16 ledova
20 15 ledova
25 20 ledova
26 18 ledova
28 27 ohniva
18 13 ohniva
25 40 ledova
16 5 ohniva
32 21 ohniva
4 35 ledova
6 38 ohniva
3 17 ohniva
22 16 ohniva
46 12 ohniva
20 16 ohniva
4 44 ohniva
3 31 ohniva
0 16 ohniva
22 45 ohniva
11 39 ohniva
34 11 ohniva
45 42 ledova
13 36 ohniva
0 34 ohniva
37 35 ledova
24 45 ohniva
22 38 ledova
38 32 ohniva
39 7 ledova
41 22 ohniva
34 12 ohniva
23 4 ledova
14 2 ledova
29 12 ledova
6 38 ledova
9 32 ledova
31 28 ohniva
19 0 ohniva
46 13 ledova
41 9 ohniva
41 44
25 26 ohniva
16 17 ledova
0 1 ledova
21 22 ohniva
26 27 ledova
17 18 ohniva
40 16 ledova
36 37 ledova
10 11 ledova
7 8 ohniva
12 13 ledova
14 15 ledova
13 14 ohniva
31 32 ohniva
8 9 ledova
11 12 ohniva
1 2 ohniva
33 34 ohniva
20 21 ledova
30 31 ledova
15 16 ohniva
32 33 ledova
4 5 ledova
38 39 ledova
29 30 ohniva
39 40 ohniva
27 28 ohniva
19 20 ohniva
37 38 ohniva
9 10 ohniva
18 19 ledova
24 25 ledova
5 6 ohniva
35 36 ohniva
34 35 ledova
30 12 ohniva
6 7 ledova
22 23 ledova
2 3 ledova
18 4 ohniva
7 40 ohniva
23 24 ohniva
3 4 ohniva
28 29 ledova
4 4
0 1 ohniva
1 3 ledova
2 3 ohniva
0 2 ledova
100 750
24 76 ledova
0 89 ohniva
34 30 ledova
41 25 ledova
73 19 ledova
36 86 ledova
80 78 ledova
39 52 ohniva
8 80 ledova
94 1 ledova
55 4 ledova
60 28 ledova
91 58 ledova
25 76 ledova
21 45 ledova
42 8 ledova
16 30 ledova
4 14 ledova
33 73 ohniva
27 80 ledova
28 17 ohniva
43 6 ledova
65 4 ledova
73 48 ohniva
65 18 ohniva
40 61 ledova
19 74 ohniva
6 67 ohniva
66 69 ohniva
70 58 ohniva
53 65 ohniva
79 26 ledova
99 57 ohniva
25 16 ohniva
33 59 ohniva
7 87 ledova
0 79 ledova
17 38 ohniva
72 84 ledova
27 67 ohniva
33 41 ohniva
64 80 ohniva
5 67 ohniva
41 53 ledova
36 86 ohniva
13 3 ohniva
39 35 ohniva
60 69 ledova
24 4 ledova
29 2 ohniva
29 52 ledova
71 85 ohniva
83 57 ohniva
77 68 ohniva
7 58 ledova
7 60 ledova
5 93 ohniva
20 93 ledova
69 73 ledova
17 70 ohniva
4 0 ohniva
83 15 ohniva
95 52 ohniva
17 16 ledova
21 56 ohniva
86 41 ohniva
8 55 ledova
84 5 ledova
24 66 ohniva
43 11 ledova
21 57 ledova
10 6 ledova
66 38 ledova
39 7 ohniva
78 94 ledova
70 64 ledova
82 98 ledova
96 10 ledova
88 12 ohniva
22 88 ledova
85 38 ohniva
43 17 ohniva
70 57 ledova
94 14 ledova
0 54 ohniva
25 4 ledova
2 35 ledova
60 76 ledova
59 65 ledova
27 46 ohniva
78 25 ohniva
48 16 ledova
89 73 ledova
7 85 ledova
14 13 ledova
77 28 ledova
27 81 ledova
65 59 ledova
65 10 ohniva
14 15 ledova
26 21 ohniva
96 92 ohniva
24 87 ohniva
37 2 ledova
80 81 ohniva
86 20 ledova
38 68 ledova
74 2 ledova
25 37 ohniva
9 26 ohniva
63 8 ledova
76 80 ohniva
56 84 ledova
89 65 ohniva
23 57 ledova
16 12 ohniva
5 66 ohniva
76 41 ledova
4 65 ohniva
12 47 ohniva
24 39 ohniva
21 15 ledova
58 67 ohniva
20 99 ledova
10 48 ohniva
67 84 ledova
3 81 ledova
40 77 ohniva
58 85 ledova
51 57 ledova
25 90 ledova
56 95 ledova
84 5 ohniva
45 64 ledova
40 54 ohniva
9 11 ledova
46 4 ohniva
39 66 ohniva
56 90 ohniva
79 0 ohniva
39 24 ohniva
58 59 ohniva
93 65 ledova
43 63 ohniva
95 40 ohniva
72 42 ohniva
46 71 ohniva
94 29 ohniva
44 91 ohniva
35 65 ledova
44 37 ohniva
59 55 ohniva
38 91 ledova
46 74 ledova
84 80 ledova
20 72 ohniva
28 47 ohniva
12 69 ledova
70 19 ledova
17 28 ohniva
28 80 ledova
55 75 ledova
9 27 ohniva
73 74 ledova
49 83 ohniva
41 40 ohniva
86 10 ohniva
96 0 ohniva
38 91 ohniva
1 0 ledova
71 8 ledova
69 43 ohniva
18 97 ohniva
17 87 ledova
15 13 ledova
47 4 ohniva
78 70 ledova
20 70 ohniva
35 26 ledova
22 54 ohniva
53 80 ledova
50 24 ledova
45 44 ledova
51 63 ohniva
75 62 ledova
81 97 ledova
44 31 ledova
50 56 ohniva
51 20 ledova
27 36 ohniva
32 88 ledova
0 1 ohniva
7 70 ohniva
45 9 ledova
49 22 ledova
29 92 ledova
41 49 ledova
24 97 ledova
59 62 ledova
59 48 ohniva
32 83 ohniva
57 80 ledova
65 53 ledova
9 82 ledova
56 87 ledova
94 85 ohniva
75 32 ledova
84 23 ohniva
73 49 ohniva
52 49 ledova
47 18 ohniva
15 26 ohniva
71 64 ohniva
60 49 ohniva
70 40 ohniva
48 51 ledova
46 8 ledova
82 53 ohniva
96 98 ohniva
19 17 ledova
31 32 ledova
9 89 ohniva
76 85 ohniva
12 58 ohniva
89 3 ohniva
26 28 ohniva
70 79 ledova
77 16 ledova
27 5 ohniva
33 15 ohniva
66 20 ohniva
47 18 ledova
6 46 ledova
5 92 ohniva
79 94 ohniva
80 43 ohniva
7 29 ledova
90 88 ohniva
1 29 ohniva
14 35 ohniva
2 59 ohniva
43 54 ledova
79 7 ledova
51 58 ohniva
45 54 ohniva
52 27 ledova
77 5 ledova
73 46 ledova
27 21 ledova
30 19 ohniva
13 81 ledova
77 89 ledova
68 33 ohniva
48 91 ohniva
55 43 ledova
67 54 ohniva
41 9 ledova
20 30 ohniva
5 48 ohniva
62 39 ledova
68 61 ohniva
97 43 ledova
45 64 ohniva
9 18 ohniva
97 62 ohniva
20 98 ohniva
72 27 ohniva
51 4 ohniva
91 12 ohniva
35 43 ledova
33 97 ledova
22 7 ohniva
99 66 ohniva
87 39 ohniva
93 72 ohniva
46 10 ledova
23 90 ohniva
88 38 ledova
28 47 ledova
89 96 ohniva
48 77 ledova
0 82 ohniva
53 45 ledova
52 12 ledova
50 65 ledova
66 74 ohniva
9 63 ohniva
77 75 ohniva
49 90 ohniva
0 55 ledova
97 46 ledova
96 40 ledova
63 10 ohniva
20 76 ohniva
31 21 ledova
71 88 ledova
82 1 ledova
56 58 ledova
49 11 ohniva
13 14 ohniva
27 77 ohniva
74 28 ohniva
81 66 ledova
52 93 ohniva
39 85 ledova
52 94 ledova
9 45 ledova
84 52 ledova
56 49 ohniva
59 21 ledova
84 54 ledova
39 93 ledova
18 56 ohniva
96 45 ledova
44 34 ohniva
68 60 ohniva
27 38 ohniva
48 79 ledova
38 71 ledova
48 73 ohniva
48 97 ohniva
8 41 ohniva
45 86 ohniva
47 92 ohniva
65 55 ohniva
58 15 ledova
78 34 ledova
43 97 ledova
46 61 ledova
53 25 ohniva
0 80 ohniva
45 19 ohniva
58 16 ohniva
72 85 ledova
3 45 ledova
44 27 ohniva
51 60 ledova
91 5 ohniva
26 32 ohniva
29 98 ohniva
78 73 ohniva
22 46 ohniva
44 38 ohniva
55 41 ledova
46 87 ohniva
97 23 ohniva
72 29 ohniva
47 88 ohniva
34 80 ledova
11 75 ledova
48 3 ledova
34 52 ledova
24 5 ohniva
49 52 ledova
2 52 ledova
86 62 ohniva
92 90 ohniva
47 33 ledova
69 3 ledova
45 84 ledova
58 52 ledova
84 23 ledova
50 24 ohniva
41 42 ledova
83 54 ohniva
15 56 ledova
20 33 ledova
80 10 ohniva
67 11 ledova
30 64 ledova
88 65 ledova
16 35 ohniva
57 66 ohniva
31 86 ohniva
33 70 ledova
48 53 ledova
97 78 ohniva
16 86 ohniva
63 0 ledova
10 33 ohniva
28 2 ohniva
74 90 ledova
13 23 ledova
16 65 ohniva
31 55 ohniva
12 27 ohniva
87 7 ohniva
23 21 ledova
29 33 ledova
75 60 ohniva
86 71 ledova
63 79 ledova
36 78 ledova
34 26 ledova
25 44 ohniva
74 88 ledova
24 61 ledova
81 71 ohniva
40 56 ohniva
6 42 ledova
73 90 ohniva
72 84 ledova
18 48 ledova
19 3 ledova
2 96 ohniva
90 65 ohniva
20 74 ohniva
44 85 ohniva
11 28 ohniva
54 83 ledova
10 71 ohniva
23 61 ledova
99 79 ledova
72 14 ohniva
28 41 ohniva
5 10 ohniva
89 26 ledova
46 12 ohniva
43 83 ledova
83 56 ohniva
82 85 ohniva
16 7 ledova
58 51 ohniva
13 43 ohniva
34 55 ohniva
88 18 ledova
36 69 ohniva
59 31 ohniva
77 33 ohniva
31 65 ohniva
90 47 ledova
48 32 ohniva
9 2 ohniva
61 11 ohniva
25 98 ledova
62 57 ohniva
0 18 ledova
26 86 ohniva
21 50 ohniva
71 81 ledova
26 1 ledova
19 85 ohniva
79 52 ohniva
80 57 ohniva
18 61 ledova
64 57 ohniva
62 27 ledova
98 85 ledova
50 15 ohniva
7 8 ledova
57 45 ledova
28 73 ledova
20 69 ledova
25 86 ledova
3 30 ohniva
78 12 ledova
82 37 ledova
8 81 ledova
31 13 ledova
81 87 ohniva
43 21 ohniva
60 10 ohniva
43 99 ledova
81 50 ohniva
70 17 ohniva
41 25 ledova
81 34 ohniva
41 68 ohniva
13 33 ledova
66 75 ohniva
33 76 ledova
94 18 ledova
27 48 ledova
48 72 ohniva
37 7 ledova
71 78 ledova
14 80 ohniva
26 45 ohniva
86 49 ohniva
38 3 ohniva
79 45 ledova
99 53 ohniva
12 49 ledova
61 98 ledova
9 54 ohniva
75 53 ledova
47 35 ohniva
53 59 ohniva
39 33 ledova
28 60 ohniva
77 85 ohniva
12 28 ledova
70 80 ledova
78 31 ledova
94 22 ohniva
63 76 ledova
83 20 ohniva
3 95 ohniva
43 4 ohniva
50 37 ledova
28 25 ohniva
13 63 ohniva
47 16 ohniva
72 16 ohniva
30 29 ohniva
18 8 ledova
76 74 ohniva
76 22 ohniva
24 95 ledova
26 17 ledova
58 47 ohniva
39 16 ledova
18 46 ledova
65 29 ohniva
98 19 ohniva
35 51 ohniva
18 39 ledova
32 76 ohniva
41 69 ohniva
5 68 ohniva
39 34 ohniva
32 42 ohniva
74 22 ohniva
45 15 ohniva
63 86 ledova
5 75 ledova
44 50 ohniva
62 0 ledova
96 9 ohniva
23 35 ohniva
75 86 ohniva
2 89 ledova
40 36 ledova
50 24 ohniva
18 75 ledova
13 81 ohniva
76 7 ohniva
22 37 ohniva
37 80 ledova
45 85 ledova
19 11 ohniva
91 93 ledova
79 0 ledova
36 91 ohniva
63 77 ledova
57 31 ohniva
12 85 ohniva
34 22 ohniva
59 91 ohniva
38 71 ohniva
99 39 ledova
86 99 ohniva
20 32 ledova
8 4 ledova
89 6 ohniva
95 70 ledova
82 13 ledova
71 72 ohniva
78 21 ledova
59 31 ohniva
7 91 ledova
14 63 ledova
82 99 ohniva
87 14 ohniva
86 58 ohniva
9 8 ohniva
12 59 ledova
23 48 ledova
54 6 ohniva
98 34 ohniva
1 49 ledova
9 15 ledova
10 59 ohniva
46 19 ohniva
23 17 ohniva
0 84 ohniva
28 80 ohniva
83 65 ledova
35 95 ohniva
7 78 ohniva
12 48 ohniva
41 45 ohniva
4 29 ohniva
16 43 ledova
40 51 ledova
95 7 ledova
45 82 ledova
75 59 ledova
16 87 ohniva
38 95 ohniva
71 30 ledova
70 72 ledova
1 60 ohniva
49 44 ledova
88 34 ohniva
37 64 ledova
65 23 ledova
28 69 ohniva
13 4 ohniva
49 15 ledova
79 94 ohniva
8 0 ohniva
76 77 ledova
19 78 ledova
37 87 ledova
90 97 ohniva
37 95 ohniva
81 10 ohniva
45 68 ohniva
2 95 ledova
29 75 ohniva
17 26 ohniva
4 74 ohniva
96 12 ohniva
58 60 ohniva
66 59 ledova
77 56 ohniva
25 43 ohniva
76 27 ohniva
20 97 ledova
11 92 ohniva
59 97 ohniva
82 44 ohniva
64 61 ledova
29 68 ledova
89 83 ohniva
43 4 ledova
19 85 ledova
65 14 ohniva
88 89 ledova
53 75 ohniva
93 3 ledova
62 24 ledova
56 14 ohniva
38 97 ledova
57 73 ledova
85 92 ohniva
98 15 ohniva
82 68 ohniva
92 51 ledova
23 56 ohniva
8 84 ohniva
35 3 ledova
95 29 ledova
28 1 ohniva
67 75 ledova
71 89 ohniva
33 66 ledova
15 69 ledova
89 62 ledova
37 15 ledova
20 70 ohniva
91 96 ohniva
12 76 ohniva
58 39 ledova
6 90 ohniva
55 91 ledova
59 22 ohniva
0 25 ohniva
20 79 ohniva
63 6 ledova
50 8 ledova
76 66 ohniva
42 23 ledova
2 9 ledova
7 60 ohniva
50 11 ohniva
40 99 ohniva
42 35 ohniva
94 97 ohniva
85 92 ledova
41 54 ohniva
8 14 ledova
18 31 ohniva
56 32 ohniva
27 4 ohniva
97 19 ohniva
62 6 ohniva
21 32 ledova
84 28 ledova
80 82 ohniva
76 20 ledova
22 49 ledova
60 28 ohniva
15 52 ledova
56 66 ohniva
68 17 ledova
10 82 ledova
69 14 ledova
39 6 ohniva
50 68 ohniva
7 81 ledova
8 51 ledova
7 95 ledova
44 85 ohniva
42 28 ohniva
51 21 ohniva
90 59 ohniva
52 59 ohniva
22 82 ledova
50 15 ohniva
2 58 ledova
43 3 ledova
60 90 ohniva
95 99 ledova
58 17 ledova
48 80 ohniva
95 80 ledova
47 54 ledova
35 57 ohniva
19 11 ohniva
34 64 ohniva
49 61 ohniva
46 43 ohniva
13 23 ledova
38 60 ohniva
33 73 ohniva
13 24 ohniva
24 46 ohniva
14 15 ledova
93 2 ledova
57 11 ledova
22 72 ledova
10 40 ledova
91 99 ohniva
26 7 ohniva
55 89 ohniva
54 3 ledova
52 56 ledova
81 92 ohniva
48 36 ledova
87 41 ohniva
64 68 ohniva
18 70 ledova
16 87 ohniva
86 18 ohniva
66 16 ohniva
59 78 ohniva
7 82 ledova
96 5 ohniva
90 62 ohniva
50 77 ledova
32 53 ohniva
50 94 ohniva
25 68 ledova
91 52 ledova
84 72 ledova
88 16 ledova
43 5 ohniva
60 50 ohniva
41 57
27 8 ledova
21 1 ledova
16 2 ohniva
38 37 ledova
15 31 ledova
27 30 ledova
22 25 ohniva
6 33 ledova
17 14 ledova
20 2 ohniva
7 29 ledova
27 37 ledova
2 15 ohniva
21 15 ohniva
22 38 ohniva
6 17 ohniva
17 18 ledova
26 23 ledova
11 24 ledova
35 5 ohniva
32 0 ledova
26 33 ledova
24 1 ohniva
1 18 ohniva
15 11 ledova
9 17 ledova
20 30 ledova
4 13 ledova
3 29 ohniva
26 0 ledova
14 39 ledova
29 23 ledova
38 39 ledova
39 28 ledova
3 39 ledova
14 10 ledova
25 9 ohniva
11 17 ohniva
5 28 ohniva
36 15 ohniva
13 38 ledova
16 24 ohniva
31 7 ohniva
11 1 ledova
13 4 ohniva
12 3 ohniva
21 33 ledova
19 1 ohniva
3 10 ohniva
18 14 ohniva
38 14 ledova
0 30 ohniva
12 27 ohniva
39 29 ledova
20 10 ohniva
4 36 ohniva
8 33 ohniva
30 61
6 9 ledova
5 0 ohniva
23 25 ohniva
15 20 ledova
3 11 ledova
10 24 ohniva
16 4 ohniva
25 17 ledova
12 25 ohniva
6 7 ohniva
21 3 ledova
26 5 ohniva
1 12 ohniva
13 26 ohniva
25 9 ledova
5 4 ohniva
15 22 ohniva
18 28 ledova
14 6 ohniva
0 28 ledova
29 23 ohniva
12 24 ledova
29 28 ohniva
23 24 ledova
20 17 ledova
14 5 ohniva
12 25 ohniva
6 18 ledova
9 6 ohniva
24 10 ledova
5 15 ohniva
4 15 ohniva
16 5 ohniva
23 6 ledova
1 10 ohniva
7 17 ledova
26 16 ledova
13 21 ohniva
10 29 ledova
12 22 ohniva
13 27 ohniva
12 15 ohniva
7 28 ledova
18 4 ohniva
20 24 ledova
9 25 ohniva
6 24 ledova
17 14 ledova
10 21 ohniva
22 0 ohniva
11 7 ledova
5 15 ohniva
11 15 ledova
28 7 ledova
22 3 ledova
2 23 ohniva
12 25 ohniva
9 25 ohniva
26 3 ledova
28 3 ledova
15 23 ohniva
23 24
1 2 ohniva
6 7 ledova
5 6 ohniva
10 11 ledova
14 15 ledova
2 3 ledova
9 10 ohniva
7 8 ohniva
20 21 ledova
13 14 ohniva
8 9 ledova
19 20 ohniva
0 1 ledova
15 16 ohniva
4 5 ledova
3 4 ohniva
16 17 ledova
9 6 ohniva
18 19 ledova
21 22 ohniva
17 18 ohniva
18 8 ohniva
11 12 ohniva
12 13 ledova
28 60
16 11 ledova
2 11 ohniva
6 24 ohniva
25 24 ledova
15 12 ledova
23 21 ledova
5 7 ledova
6 11 ohniva
18 24 ledova
17 21 ledova
10 25 ledova
3 17 ledova
21 27 ohniva
19 4 ledova
7 22 ledova
20 9 ledova
8 14 ledova
27 22 ohniva
12 3 ohniva
22 19 ledova
16 4 ohniva
9 6 ledova
9 24 ledova
25 16 ohniva
9 10 ohniva
25 27 ledova
24 26 ohniva
6 14 ohniva
15 9 ohniva
7 22 ohniva
20 17 ohniva
23 17 ohniva
17 7 ledova
23 16 ohniva
17 25 ledova
27 2 ohniva
26 13 ledova
14 19 ledova
16 20 ohniva
3 17 ledova
26 12 ledova
13 18 ohniva
1 2 ledova
12 11 ledova
13 21 ledova
14 24 ledova
5 22 ohniva
27 2 ohniva
19 21 ohniva
11 18 ledova
14 19 ledova
7 24 ohniva
3 13 ohniva
1 11 ledova
25 26 ledova
11 19 ohniva
12 15 ledova
18 25 ohniva
2 5 ohniva
22 19 ohniva
